iso,pais,anio,pib_per_capita,exportaciones_pc,exportaciones_usd,poblacion,inflacion
ARG,Argentina,1993,6931.85596375876,6.90935153370832,16357317317.3173,34152717,NA
ARG,Argentina,1994,7437.56242327594,7.52994872591672,19385100000,34613491,NA
ARG,Argentina,1995,7357.6162773788,9.68041025959015,24978532000,35070020,NA
ARG,Argentina,1996,7663.21271287469,10.4285967560139,28381400000,35513793,NA
ARG,Argentina,1997,8146.78710021431,10.5608501019262,30928400000,35947791,NA
ARG,Argentina,1998,8218.99212764682,10.4155819610919,31137200000,36372860,NA
ARG,Argentina,1999,7705.54288252851,9.82717451494235,27862300000,36794682,NA
ARG,Argentina,2000,7637.01489203628,10.9863752325576,31223690400,37213984,NA
ARG,Argentina,2001,7141.47507662826,11.5790080825317,31112418400,37624825,NA
ARG,Argentina,2002,2569.69963519124,28.3825969991682,27736610298.2555,38029349,NA
ARG,Argentina,2003,3320.47775133903,25.9309429264224,33084505277.8061,38424282,NA
ARG,Argentina,2004,4242.02099089422,23.8476194239892,39266996605.7973,38815916,NA
ARG,Argentina,2005,5067.65342293276,23.2458767338576,46198180131.0044,39216789,NA
ARG,Argentina,2006,5869.38028970204,23.0266946038115,53550250227.3909,39622115,NA
ARG,Argentina,2007,7185.25155147027,22.6627503115066,65162321195.025,40016763,NA
ARG,Argentina,2008,8944.1102657357,22.0609003826242,79762958392.3012,40424148,NA
ARG,Argentina,2009,8150.23527028221,19.5609850560818,65133480388.4946,40854831,NA
ARG,Argentina,2010,10260.1313108254,18.9338234053709,80208867995.7171,41288694,NA
ARG,Argentina,2011,12704.2831819684,18.4492091453155,97809980730.5834,41730660,NA
ARG,Argentina,2012,12949.717486654,16.2378594620246,88655850853.7721,42161721,NA
ARG,Argentina,2013,12963.675773326,14.6171733884386,80690471898.442,42582455,NA
